2025-12-23 04:20:31,ETH/USD,0.2150,0.0000,1.0636,0.0003,ENTRY,☕ Just chill.
2025-12-23 04:20:34,ETH/USD,0.2150,0.0000,1.0636,0.0003,HOLD,Holding LONG...
2025-12-23 04:20:36,ETH/USD,0.1306,0.0000,1.0636,0.0003,EXIT,☕ Just chill.
2025-12-23 04:20:38,ETH/USD,0.1720,0.0000,1.0636,0.0003,ENTRY,☕ Just chill.
2025-12-23 04:20:40,ETH/USD,0.1720,0.0000,1.0636,0.0003,HOLD,Holding LONG...
2025-12-23 04:20:43,ETH/USD,0.2240,0.0000,1.0636,0.0003,HOLD,Holding LONG...
2025-12-23 04:20:43,DOGE/USD,0.2087,0.0000,0.0000,0.0150,ENTRY,☕ Just chill.
2025-12-23 04:20:43,WIF/USD,0.3324,0.0000,0.0000,0.0903,ENTRY,☕ Just chill.
2025-12-23 04:20:45,ETH/USD,0.2240,0.0000,1.0636,0.0003,HOLD,Holding LONG...
2025-12-23 04:20:45,DOGE/USD,0.2087,0.0000,0.0000,0.0150,HOLD,Holding LONG...
2025-12-23 04:20:45,WIF/USD,0.3324,0.0000,0.0000,0.0903,HOLD,Holding LONG...
2025-12-23 04:20:47,ETH/USD,0.2107,0.0000,1.0636,0.0003,HOLD,Holding LONG...
2025-12-23 04:20:47,DOGE/USD,0.2087,0.0000,0.0000,0.0489,HOLD,Holding LONG...
2025-12-23 04:20:47,WIF/USD,0.3324,0.0000,0.0000,0.0602,HOLD,Holding LONG...
2025-12-23 04:20:49,ETH/USD,0.2107,0.0000,1.0636,0.0003,HOLD,Holding LONG...
2025-12-23 04:20:49,DOGE/USD,0.2087,0.0000,0.0000,0.0489,HOLD,Holding LONG...
2025-12-23 04:20:49,WIF/USD,0.3324,0.0000,0.0000,0.0602,HOLD,Holding LONG...
2025-12-23 04:20:52,ETH/USD,0.0220,0.0000,1.0636,0.0003,HOLD,Holding LONG...
2025-12-23 04:20:52,DOGE/USD,0.1751,0.0000,0.0000,0.0124,HOLD,Holding LONG...
2025-12-23 04:20:52,WIF/USD,0.2415,0.0000,0.0000,0.0602,HOLD,Holding LONG...
2025-12-23 04:20:54,ETH/USD,0.0220,0.0000,1.0636,0.0003,HOLD,Holding LONG...
2025-12-23 04:20:54,DOGE/USD,0.1751,0.0000,0.0000,0.0124,HOLD,Holding LONG...
2025-12-23 04:20:54,WIF/USD,0.2415,0.0000,0.0000,0.0602,HOLD,Holding LONG...
2025-12-23 04:20:56,ETH/USD,0.1060,0.0000,1.0636,0.0003,HOLD,Holding LONG...
2025-12-23 04:20:56,DOGE/USD,0.1860,0.0000,0.0000,0.0120,HOLD,Holding LONG...
2025-12-23 04:20:56,WIF/USD,0.2415,0.0000,0.0000,0.0602,HOLD,Holding LONG...
2025-12-23 04:20:58,ETH/USD,0.0647,0.0000,1.0636,0.0003,HOLD,Holding LONG...
2025-12-23 04:20:58,DOGE/USD,0.0741,0.0000,0.0000,0.0120,HOLD,Holding LONG...
2025-12-23 04:20:58,WIF/USD,0.0000,0.0000,0.0000,0.0602,HOLD,Holding LONG...
2025-12-23 04:21:00,ETH/USD,0.0647,0.0000,1.0636,0.0003,HOLD,Holding LONG...
2025-12-23 04:21:00,DOGE/USD,0.0741,0.0000,0.0000,0.0130,HOLD,Holding LONG...
2025-12-23 04:21:00,WIF/USD,0.0000,0.0000,0.0000,0.0602,HOLD,Holding LONG...
2025-12-23 04:21:03,ETH/USD,0.0123,0.0000,1.0636,0.0003,HOLD,Holding LONG...
2025-12-23 04:21:03,DOGE/USD,0.0109,0.0000,0.0000,0.0130,HOLD,Holding LONG...
2025-12-23 04:21:03,WIF/USD,0.0000,0.0000,0.0000,0.0602,HOLD,Holding LONG...
2025-12-23 04:21:05,ETH/USD,0.0306,0.0000,1.0636,0.0090,HOLD,Holding LONG...
2025-12-23 04:21:05,DOGE/USD,0.0555,0.0000,0.0000,0.0428,HOLD,Holding LONG...
2025-12-23 04:21:05,WIF/USD,0.0000,0.0000,0.0000,0.0602,HOLD,Holding LONG...
2025-12-23 04:21:07,ETH/USD,0.0443,0.0000,1.0636,0.0090,HOLD,Holding LONG...
2025-12-23 04:21:07,DOGE/USD,0.0555,0.0000,0.0000,0.0428,HOLD,Holding LONG...
2025-12-23 04:21:07,WIF/USD,0.0000,0.0000,0.0000,0.0602,HOLD,Holding LONG...
2025-12-23 04:21:09,ETH/USD,0.0283,0.0000,1.0636,0.0133,HOLD,Holding LONG...
2025-12-23 04:21:09,DOGE/USD,0.0555,0.0000,0.0000,0.0275,HOLD,Holding LONG...
2025-12-23 04:21:09,WIF/USD,0.0000,0.0000,0.0000,0.0602,HOLD,Holding LONG...
2025-12-23 04:21:11,ETH/USD,0.0020,0.0000,1.0636,0.0133,HOLD,Holding LONG...
2025-12-23 04:21:11,DOGE/USD,0.0555,0.0000,0.0000,0.0275,HOLD,Holding LONG...
2025-12-23 04:21:11,WIF/USD,0.0000,0.0000,0.0000,0.0602,HOLD,Holding LONG...
2025-12-23 04:21:14,ETH/USD,0.0286,0.0000,1.0636,0.0003,HOLD,Holding LONG...
2025-12-23 04:21:14,DOGE/USD,0.0555,0.0000,0.0000,0.0518,HOLD,Holding LONG...
2025-12-23 04:21:14,WIF/USD,0.0000,0.0000,0.0000,0.0602,HOLD,Holding LONG...
2025-12-23 04:21:16,ETH/USD,0.0290,0.0000,1.0636,0.0003,HOLD,Holding LONG...
2025-12-23 04:21:16,DOGE/USD,0.0446,0.0000,0.0000,0.0518,HOLD,Holding LONG...
2025-12-23 04:21:16,WIF/USD,0.0000,0.0000,0.0000,0.0602,HOLD,Holding LONG...
2025-12-23 04:21:18,ETH/USD,0.0410,0.0000,1.0636,0.0003,HOLD,Holding LONG...
2025-12-23 04:21:18,DOGE/USD,0.0446,0.0000,0.0000,0.0172,HOLD,Holding LONG...
2025-12-23 04:21:18,WIF/USD,0.0000,0.0000,0.0000,0.0602,HOLD,Holding LONG...
2025-12-23 04:21:20,ETH/USD,0.0410,0.0000,1.0636,0.0003,HOLD,Holding LONG...
2025-12-23 04:21:20,DOGE/USD,0.0446,0.0000,0.0000,0.0172,HOLD,Holding LONG...
2025-12-23 04:21:20,WIF/USD,0.0000,0.0000,0.0000,0.0602,HOLD,Holding LONG...
2025-12-23 04:21:23,ETH/USD,0.0986,0.0000,1.0636,0.0003,HOLD,Holding LONG...
2025-12-23 04:21:23,DOGE/USD,0.0446,0.0000,0.0000,0.0342,HOLD,Holding LONG...
2025-12-23 04:21:23,WIF/USD,0.0000,0.0000,0.0000,0.0602,HOLD,Holding LONG...
2025-12-23 04:21:25,ETH/USD,0.0803,0.0000,1.0636,0.0003,HOLD,Holding LONG...
2025-12-23 04:21:25,DOGE/USD,0.0000,0.0000,0.0000,0.0342,HOLD,Holding LONG...
2025-12-23 04:21:25,WIF/USD,0.0000,0.0000,0.0000,0.0602,HOLD,Holding LONG...
2025-12-23 04:21:27,ETH/USD,0.0803,0.0000,1.0636,0.0003,HOLD,Holding LONG...
2025-12-23 04:21:27,DOGE/USD,0.0000,0.0000,0.0000,0.0110,HOLD,Holding LONG...
2025-12-23 04:21:27,WIF/USD,0.0000,0.0000,0.0000,0.0602,HOLD,Holding LONG...
2025-12-23 04:21:29,ETH/USD,0.0490,0.0000,1.0636,0.0003,HOLD,Holding LONG...
2025-12-23 04:21:29,DOGE/USD,0.0000,0.0000,0.0000,0.0158,HOLD,Holding LONG...
2025-12-23 04:21:29,WIF/USD,0.0000,0.0000,0.0000,0.0602,HOLD,Holding LONG...
2025-12-23 04:21:31,ETH/USD,0.0490,0.0000,1.0636,0.0003,HOLD,Holding LONG...
