Timestamp,Ticker,State,Regime,Velocity,Entry_Vel,Decay_Pct,Heat,EQS,Action,Advisor_Msg,Last_Price,MFE,Exit_Reason,Replay_Mode
2025-12-28 08:00:00,BTC/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,87728.5,-,-,TRUE
2025-12-28 08:00:00,ETH/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,2944.78,-,-,TRUE
2025-12-28 08:00:00,SOL/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,124.1,-,-,TRUE
2025-12-28 08:00:00,DOGE/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,0.1241241,-,-,TRUE
2025-12-28 08:00:00,PEPE/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,4.156e-06,-,-,TRUE
2025-12-28 08:00:00,WIF/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,0.3167,-,-,TRUE
2025-12-28 08:00:00,SHIB/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,7.36e-06,-,-,TRUE
2025-12-28 08:00:00,BONK/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,8.057e-06,-,-,TRUE
2025-12-28 08:00:00,NEAR/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,1.59,-,-,TRUE
2025-12-28 08:00:00,FET/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,0.2155,-,-,TRUE
2025-12-28 08:00:02,BTC/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,87728.53,-,-,TRUE
2025-12-28 08:00:02,ETH/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,2944.78,-,-,TRUE
2025-12-28 08:00:02,SOL/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,124.101,-,-,TRUE
2025-12-28 08:00:02,DOGE/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,0.1241241,-,-,TRUE
2025-12-28 08:00:02,PEPE/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,4.1561e-06,-,-,TRUE
2025-12-28 08:00:02,WIF/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,0.3167,-,-,TRUE
2025-12-28 08:00:02,SHIB/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,7.36e-06,-,-,TRUE
2025-12-28 08:00:02,BONK/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,8.057e-06,-,-,TRUE
2025-12-28 08:00:02,NEAR/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,1.59,-,-,TRUE
2025-12-28 08:00:02,FET/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,0.2155,-,-,TRUE
2025-12-28 08:00:04,BTC/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,87728.56,-,-,TRUE
2025-12-28 08:00:04,ETH/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,2944.78,-,-,TRUE
2025-12-28 08:00:04,SOL/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,124.10199999999999,-,-,TRUE
2025-12-28 08:00:04,DOGE/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,0.1241241,-,-,TRUE
2025-12-28 08:00:04,PEPE/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,4.1562e-06,-,-,TRUE
2025-12-28 08:00:04,WIF/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,0.3167,-,-,TRUE
2025-12-28 08:00:04,SHIB/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,7.36e-06,-,-,TRUE
2025-12-28 08:00:04,BONK/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,8.057e-06,-,-,TRUE
2025-12-28 08:00:04,NEAR/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,1.59,-,-,TRUE
2025-12-28 08:00:04,FET/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,0.2155,-,-,TRUE
2025-12-28 08:00:06,BTC/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,87728.59,-,-,TRUE
2025-12-28 08:00:06,ETH/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,2944.78,-,-,TRUE
2025-12-28 08:00:06,SOL/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,124.103,-,-,TRUE
2025-12-28 08:00:06,DOGE/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,0.1241241,-,-,TRUE
2025-12-28 08:00:06,PEPE/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,4.1562999999999995e-06,-,-,TRUE
2025-12-28 08:00:06,WIF/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,0.3167,-,-,TRUE
2025-12-28 08:00:06,SHIB/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,7.36e-06,-,-,TRUE
2025-12-28 08:00:06,BONK/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,8.057e-06,-,-,TRUE
2025-12-28 08:00:06,NEAR/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,1.59,-,-,TRUE
2025-12-28 08:00:06,FET/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,0.2155,-,-,TRUE
2025-12-28 08:00:08,BTC/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,87728.62,-,-,TRUE
2025-12-28 08:00:08,ETH/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,2944.78,-,-,TRUE
2025-12-28 08:00:08,SOL/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,124.104,-,-,TRUE
2025-12-28 08:00:08,DOGE/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,0.1241241,-,-,TRUE
2025-12-28 08:00:08,PEPE/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,4.1564e-06,-,-,TRUE
2025-12-28 08:00:08,WIF/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,0.3167,-,-,TRUE
2025-12-28 08:00:08,SHIB/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,7.36e-06,-,-,TRUE
2025-12-28 08:00:08,BONK/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,8.057e-06,-,-,TRUE
2025-12-28 08:00:08,NEAR/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,1.59,-,-,TRUE
2025-12-28 08:00:08,FET/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,0.2155,-,-,TRUE
2025-12-28 08:00:10,BTC/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,87728.65,-,-,TRUE
2025-12-28 08:00:10,ETH/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,2944.78,-,-,TRUE
2025-12-28 08:00:10,SOL/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,124.10499999999999,-,-,TRUE
2025-12-28 08:00:10,DOGE/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,0.1241241,-,-,TRUE
2025-12-28 08:00:10,PEPE/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,4.1565e-06,-,-,TRUE
2025-12-28 08:00:10,WIF/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,0.3167,-,-,TRUE
2025-12-28 08:00:10,SHIB/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,7.36e-06,-,-,TRUE
2025-12-28 08:00:10,BONK/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,8.057e-06,-,-,TRUE
2025-12-28 08:00:10,NEAR/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,1.59,-,-,TRUE
2025-12-28 08:00:10,FET/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,0.2155,-,-,TRUE
2025-12-28 08:00:12,BTC/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,87728.68000000001,-,-,TRUE
2025-12-28 08:00:12,ETH/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,2944.78,-,-,TRUE
2025-12-28 08:00:12,SOL/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,124.106,-,-,TRUE
2025-12-28 08:00:12,DOGE/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,0.1241241,-,-,TRUE
2025-12-28 08:00:12,PEPE/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,4.1566e-06,-,-,TRUE
2025-12-28 08:00:12,WIF/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,0.3167,-,-,TRUE
2025-12-28 08:00:12,SHIB/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,7.36e-06,-,-,TRUE
2025-12-28 08:00:12,BONK/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,8.057e-06,-,-,TRUE
2025-12-28 08:00:12,NEAR/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,1.59,-,-,TRUE
2025-12-28 08:00:12,FET/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,0.2155,-,-,TRUE
2025-12-28 08:00:14,BTC/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,87728.71,-,-,TRUE
2025-12-28 08:00:14,ETH/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,2944.78,-,-,TRUE
