Symbol,Timestamp_IST,Open,High,Low,Close,Volume
BTC/USD,2025-12-26 08:00:00,89999.52513870131,89999.52513870131,89999.52513870131,89999.52513870131,1000
ETH/USD,2025-12-26 08:00:00,2999.962838874406,2999.962838874406,2999.962838874406,2999.962838874406,1000
SOL/USD,2025-12-26 08:00:00,149.9993819191828,149.9993819191828,149.9993819191828,149.9993819191828,1000
DOGE/USD,2025-12-26 08:00:00,0.14999970593905404,0.14999970593905404,0.14999970593905404,0.14999970593905404,1000
PEPE/USD,2025-12-26 08:00:00,1.0000205340695259e-05,1.0000205340695259e-05,1.0000205340695259e-05,1.0000205340695259e-05,1000
WIF/USD,2025-12-26 08:00:00,1.9999989059242906,1.9999989059242906,1.9999989059242906,1.9999989059242906,1000
SHIB/USD,2025-12-26 08:00:00,2.000011962642015e-05,2.000011962642015e-05,2.000011962642015e-05,2.000011962642015e-05,1000
BONK/USD,2025-12-26 08:00:00,2.000006678280276e-05,2.000006678280276e-05,2.000006678280276e-05,2.000006678280276e-05,1000
NEAR/USD,2025-12-26 08:00:00,4.999978320929011,4.999978320929011,4.999978320929011,4.999978320929011,1000
FET/USD,2025-12-26 08:00:00,1.4999822460414047,1.4999822460414047,1.4999822460414047,1.4999822460414047,1000
BTC/USD,2025-12-26 08:00:02,89999.48282526343,89999.48282526343,89999.48282526343,89999.48282526343,1000
ETH/USD,2025-12-26 08:00:02,3000.0366932142024,3000.0366932142024,3000.0366932142024,3000.0366932142024,1000
SOL/USD,2025-12-26 08:00:02,149.9996596397849,149.9996596397849,149.9996596397849,149.9996596397849,1000
DOGE/USD,2025-12-26 08:00:02,0.14999828564307163,0.14999828564307163,0.14999828564307163,0.14999828564307163,1000
PEPE/USD,2025-12-26 08:00:02,1.00001283679763e-05,1.00001283679763e-05,1.00001283679763e-05,1.00001283679763e-05,1000
WIF/USD,2025-12-26 08:00:02,1.9999873585950523,1.9999873585950523,1.9999873585950523,1.9999873585950523,1000
SHIB/USD,2025-12-26 08:00:02,2.000045398066793e-05,2.000045398066793e-05,2.000045398066793e-05,2.000045398066793e-05,1000
BONK/USD,2025-12-26 08:00:02,2.000013666598799e-05,2.000013666598799e-05,2.000013666598799e-05,2.000013666598799e-05,1000
NEAR/USD,2025-12-26 08:00:02,4.999976329041481,4.999976329041481,4.999976329041481,4.999976329041481,1000
FET/USD,2025-12-26 08:00:02,1.4999936012796837,1.4999936012796837,1.4999936012796837,1.4999936012796837,1000
BTC/USD,2025-12-26 08:00:04,90000.91572403173,90000.91572403173,90000.91572403173,90000.91572403173,1000
ETH/USD,2025-12-26 08:00:04,2999.964067250786,2999.964067250786,2999.964067250786,2999.964067250786,1000
SOL/USD,2025-12-26 08:00:04,149.99821505728724,149.99821505728724,149.99821505728724,149.99821505728724,1000
DOGE/USD,2025-12-26 08:00:04,0.1500006704581763,0.1500006704581763,0.1500006704581763,0.1500006704581763,1000
PEPE/USD,2025-12-26 08:00:04,1.0000000197565067e-05,1.0000000197565067e-05,1.0000000197565067e-05,1.0000000197565067e-05,1000
WIF/USD,2025-12-26 08:00:04,2.000008674166578,2.000008674166578,2.000008674166578,2.000008674166578,1000
SHIB/USD,2025-12-26 08:00:04,1.9999504526323195e-05,1.9999504526323195e-05,1.9999504526323195e-05,1.9999504526323195e-05,1000
BONK/USD,2025-12-26 08:00:04,1.9999943313995855e-05,1.9999943313995855e-05,1.9999943313995855e-05,1.9999943313995855e-05,1000
NEAR/USD,2025-12-26 08:00:04,5.000034815605819,5.000034815605819,5.000034815605819,5.000034815605819,1000
FET/USD,2025-12-26 08:00:04,1.5000025201016074,1.5000025201016074,1.5000025201016074,1.5000025201016074,1000
BTC/USD,2025-12-26 08:00:06,89999.31489263408,89999.31489263408,89999.31489263408,89999.31489263408,1000
