Timestamp,Ticker,State,Regime,Velocity,Entry_Vel,Decay_Pct,Heat,EQS,Action,Advisor_Msg,Last_Price,MFE,Exit_Reason,Replay_Mode
2023-11-15 03:43:00,BTC/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,100000.0,-,-,TRUE
2023-11-15 03:43:02,BTC/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,100025.01,-,-,TRUE
2023-11-15 03:43:04,BTC/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,100050.02,-,-,TRUE
2023-11-15 03:43:06,BTC/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,100075.03,-,-,TRUE
2023-11-15 03:43:08,BTC/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,100100.04,-,-,TRUE
2023-11-15 03:43:10,BTC/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,100125.04999999999,-,-,TRUE
2023-11-15 03:43:12,BTC/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,100150.06,-,-,TRUE
2023-11-15 03:43:14,BTC/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,100175.06999999999,-,-,TRUE
2023-11-15 03:43:16,BTC/USD,WAIT,LOW_VOL,0.0000,0,0%,0,-,WAIT,Scanning...,100200.07999999999,-,-,TRUE
2023-11-15 03:43:18,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100225.09,-,-,TRUE
2023-11-15 03:43:20,BTC/USD,ARM,LOW_VOL,0.2250,0,0%,0,-,WAIT,⚠️ Signal Building...,100250.09999999999,-,-,TRUE
2023-11-15 03:43:22,BTC/USD,WAIT,LOW_VOL,0.1700,0,0%,0,-,WAIT,Scanning...,100220.09,-,-,TRUE
2023-11-15 03:43:24,BTC/USD,WAIT,LOW_VOL,0.1150,0,0%,0,-,WAIT,Scanning...,100190.07999999999,-,-,TRUE
2023-11-15 03:43:26,BTC/USD,WAIT,LOW_VOL,0.0600,0,0%,0,-,WAIT,Scanning...,100160.06999999999,-,-,TRUE
2023-11-15 03:43:28,BTC/USD,WAIT,LOW_VOL,0.0050,0,0%,0,-,WAIT,Scanning...,100130.06,-,-,TRUE
2023-11-15 03:43:30,BTC/USD,WAIT,LOW_VOL,-0.0499,0,0%,0,-,WAIT,Scanning...,100100.04999999999,-,-,TRUE
2023-11-15 03:43:32,BTC/USD,WAIT,LOW_VOL,-0.1048,0,0%,0,-,WAIT,Scanning...,100070.04,-,-,TRUE
2023-11-15 03:43:34,BTC/USD,ARM,LOW_VOL,-0.1597,0,0%,0,-,WAIT,⚠️ Signal Building...,100040.03,-,-,TRUE
2023-11-15 03:43:36,BTC/USD,ARM,LOW_VOL,-0.2146,0,0%,0,-,WAIT,⚠️ Signal Building...,100010.02,-,-,TRUE
2023-11-15 03:43:38,BTC/USD,WAIT,LOW_VOL,-0.2694,0,0%,0,-,WAIT,Scanning...,99980.01,-,-,TRUE
2023-11-15 03:43:40,BTC/USD,ARM,LOW_VOL,-0.2695,0,0%,0,-,WAIT,⚠️ Signal Building...,99950.0,-,-,TRUE
2023-11-15 03:43:42,BTC/USD,ARM,LOW_VOL,-0.2147,0,0%,0,-,WAIT,⚠️ Signal Building...,99975.0,-,-,TRUE
2023-11-15 03:43:44,BTC/USD,WAIT,LOW_VOL,-0.1598,0,0%,0,-,WAIT,Scanning...,100000.0,-,-,TRUE
2023-11-15 03:43:46,BTC/USD,WAIT,LOW_VOL,-0.1049,0,0%,0,-,WAIT,Scanning...,100025.0,-,-,TRUE
2023-11-15 03:43:48,BTC/USD,WAIT,LOW_VOL,-0.0500,0,0%,0,-,WAIT,Scanning...,100050.0,-,-,TRUE
2023-11-15 03:43:50,BTC/USD,WAIT,LOW_VOL,0.0050,0,0%,0,-,WAIT,Scanning...,100075.0,-,-,TRUE
2023-11-15 03:43:52,BTC/USD,WAIT,LOW_VOL,0.0599,0,0%,0,-,WAIT,Scanning...,100100.0,-,-,TRUE
2023-11-15 03:43:54,BTC/USD,WAIT,LOW_VOL,0.1150,0,0%,0,-,WAIT,Scanning...,100125.0,-,-,TRUE
2023-11-15 03:43:56,BTC/USD,ARM,LOW_VOL,0.1700,0,0%,0,-,WAIT,⚠️ Signal Building...,100150.0,-,-,TRUE
2023-11-15 03:43:58,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100175.0,-,-,TRUE
2023-11-15 03:44:00,BTC/USD,WAIT,LOW_VOL,0.2251,0,0%,0,-,WAIT,Scanning...,100200.0,-,-,TRUE
2023-11-15 03:44:02,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100225.06002,-,-,TRUE
2023-11-15 03:44:04,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100250.12004,-,-,TRUE
2023-11-15 03:44:06,BTC/USD,WAIT,LOW_VOL,0.2251,0,0%,0,-,WAIT,Scanning...,100275.18006,-,-,TRUE
2023-11-15 03:44:08,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100300.24007999999,-,-,TRUE
2023-11-15 03:44:10,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100325.3001,-,-,TRUE
2023-11-15 03:44:12,BTC/USD,WAIT,LOW_VOL,0.2251,0,0%,0,-,WAIT,Scanning...,100350.36012,-,-,TRUE
2023-11-15 03:44:14,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100375.42013999999,-,-,TRUE
2023-11-15 03:44:16,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100400.48015999999,-,-,TRUE
2023-11-15 03:44:18,BTC/USD,WAIT,LOW_VOL,0.2251,0,0%,0,-,WAIT,Scanning...,100425.54017999998,-,-,TRUE
2023-11-15 03:44:20,BTC/USD,ARM,LOW_VOL,0.2250,0,0%,0,-,WAIT,⚠️ Signal Building...,100450.60019999999,-,-,TRUE
2023-11-15 03:44:22,BTC/USD,WAIT,LOW_VOL,0.1700,0,0%,0,-,WAIT,Scanning...,100420.53017999999,-,-,TRUE
2023-11-15 03:44:24,BTC/USD,WAIT,LOW_VOL,0.1150,0,0%,0,-,WAIT,Scanning...,100390.46015999999,-,-,TRUE
2023-11-15 03:44:26,BTC/USD,WAIT,LOW_VOL,0.0600,0,0%,0,-,WAIT,Scanning...,100360.39013999999,-,-,TRUE
2023-11-15 03:44:28,BTC/USD,WAIT,LOW_VOL,0.0050,0,0%,0,-,WAIT,Scanning...,100330.32011999999,-,-,TRUE
2023-11-15 03:44:30,BTC/USD,WAIT,LOW_VOL,-0.0499,0,0%,0,-,WAIT,Scanning...,100300.2501,-,-,TRUE
2023-11-15 03:44:32,BTC/USD,WAIT,LOW_VOL,-0.1048,0,0%,0,-,WAIT,Scanning...,100270.18008,-,-,TRUE
2023-11-15 03:44:34,BTC/USD,ARM,LOW_VOL,-0.1597,0,0%,0,-,WAIT,⚠️ Signal Building...,100240.11006,-,-,TRUE
2023-11-15 03:44:36,BTC/USD,ARM,LOW_VOL,-0.2146,0,0%,0,-,WAIT,⚠️ Signal Building...,100210.04004,-,-,TRUE
2023-11-15 03:44:38,BTC/USD,WAIT,LOW_VOL,-0.2694,0,0%,0,-,WAIT,Scanning...,100179.97002000001,-,-,TRUE
2023-11-15 03:44:40,BTC/USD,ARM,LOW_VOL,-0.2695,0,0%,0,-,WAIT,⚠️ Signal Building...,100149.90000000001,-,-,TRUE
2023-11-15 03:44:42,BTC/USD,ARM,LOW_VOL,-0.2147,0,0%,0,-,WAIT,⚠️ Signal Building...,100174.95000000001,-,-,TRUE
2023-11-15 03:44:44,BTC/USD,WAIT,LOW_VOL,-0.1598,0,0%,0,-,WAIT,Scanning...,100200.0,-,-,TRUE
2023-11-15 03:44:46,BTC/USD,WAIT,LOW_VOL,-0.1049,0,0%,0,-,WAIT,Scanning...,100225.05,-,-,TRUE
2023-11-15 03:44:48,BTC/USD,WAIT,LOW_VOL,-0.0500,0,0%,0,-,WAIT,Scanning...,100250.1,-,-,TRUE
2023-11-15 03:44:50,BTC/USD,WAIT,LOW_VOL,0.0050,0,0%,0,-,WAIT,Scanning...,100275.15,-,-,TRUE
2023-11-15 03:44:52,BTC/USD,WAIT,LOW_VOL,0.0599,0,0%,0,-,WAIT,Scanning...,100300.2,-,-,TRUE
2023-11-15 03:44:54,BTC/USD,WAIT,LOW_VOL,0.1150,0,0%,0,-,WAIT,Scanning...,100325.25,-,-,TRUE
2023-11-15 03:44:56,BTC/USD,ARM,LOW_VOL,0.1700,0,0%,0,-,WAIT,⚠️ Signal Building...,100350.3,-,-,TRUE
2023-11-15 03:44:58,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100375.34999999999,-,-,TRUE
2023-11-15 03:45:00,BTC/USD,WAIT,LOW_VOL,0.2251,0,0%,0,-,WAIT,Scanning...,100400.4,-,-,TRUE
2023-11-15 03:45:02,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100425.51014003999,-,-,TRUE
2023-11-15 03:45:04,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100450.62028008,-,-,TRUE
2023-11-15 03:45:06,BTC/USD,WAIT,LOW_VOL,0.2251,0,0%,0,-,WAIT,Scanning...,100475.73042011999,-,-,TRUE
2023-11-15 03:45:08,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100500.84056016,-,-,TRUE
2023-11-15 03:45:10,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100525.95070019999,-,-,TRUE
2023-11-15 03:45:12,BTC/USD,WAIT,LOW_VOL,0.2251,0,0%,0,-,WAIT,Scanning...,100551.06084023998,-,-,TRUE
2023-11-15 03:45:14,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100576.17098027999,-,-,TRUE
2023-11-15 03:45:16,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100601.28112031998,-,-,TRUE
2023-11-15 03:45:18,BTC/USD,WAIT,LOW_VOL,0.2251,0,0%,0,-,WAIT,Scanning...,100626.39126035999,-,-,TRUE
2023-11-15 03:45:20,BTC/USD,ARM,LOW_VOL,0.2250,0,0%,0,-,WAIT,⚠️ Signal Building...,100651.50140039998,-,-,TRUE
2023-11-15 03:45:22,BTC/USD,WAIT,LOW_VOL,0.1700,0,0%,0,-,WAIT,Scanning...,100621.37124035998,-,-,TRUE
2023-11-15 03:45:24,BTC/USD,WAIT,LOW_VOL,0.1150,0,0%,0,-,WAIT,Scanning...,100591.24108031999,-,-,TRUE
2023-11-15 03:45:26,BTC/USD,WAIT,LOW_VOL,0.0600,0,0%,0,-,WAIT,Scanning...,100561.11092027999,-,-,TRUE
2023-11-15 03:45:28,BTC/USD,WAIT,LOW_VOL,0.0050,0,0%,0,-,WAIT,Scanning...,100530.98076024,-,-,TRUE
2023-11-15 03:45:30,BTC/USD,WAIT,LOW_VOL,-0.0499,0,0%,0,-,WAIT,Scanning...,100500.85060019999,-,-,TRUE
2023-11-15 03:45:32,BTC/USD,WAIT,LOW_VOL,-0.1048,0,0%,0,-,WAIT,Scanning...,100470.72044015999,-,-,TRUE
2023-11-15 03:45:34,BTC/USD,ARM,LOW_VOL,-0.1597,0,0%,0,-,WAIT,⚠️ Signal Building...,100440.59028012,-,-,TRUE
2023-11-15 03:45:36,BTC/USD,ARM,LOW_VOL,-0.2146,0,0%,0,-,WAIT,⚠️ Signal Building...,100410.46012008,-,-,TRUE
2023-11-15 03:45:38,BTC/USD,WAIT,LOW_VOL,-0.2694,0,0%,0,-,WAIT,Scanning...,100380.32996004,-,-,TRUE
2023-11-15 03:45:40,BTC/USD,ARM,LOW_VOL,-0.2695,0,0%,0,-,WAIT,⚠️ Signal Building...,100350.1998,-,-,TRUE
2023-11-15 03:45:42,BTC/USD,ARM,LOW_VOL,-0.2147,0,0%,0,-,WAIT,⚠️ Signal Building...,100375.2999,-,-,TRUE
2023-11-15 03:45:44,BTC/USD,WAIT,LOW_VOL,-0.1598,0,0%,0,-,WAIT,Scanning...,100400.4,-,-,TRUE
2023-11-15 03:45:46,BTC/USD,WAIT,LOW_VOL,-0.1049,0,0%,0,-,WAIT,Scanning...,100425.5001,-,-,TRUE
2023-11-15 03:45:48,BTC/USD,WAIT,LOW_VOL,-0.0500,0,0%,0,-,WAIT,Scanning...,100450.6002,-,-,TRUE
2023-11-15 03:45:50,BTC/USD,WAIT,LOW_VOL,0.0050,0,0%,0,-,WAIT,Scanning...,100475.7003,-,-,TRUE
2023-11-15 03:45:52,BTC/USD,WAIT,LOW_VOL,0.0599,0,0%,0,-,WAIT,Scanning...,100500.8004,-,-,TRUE
2023-11-15 03:45:54,BTC/USD,WAIT,LOW_VOL,0.1150,0,0%,0,-,WAIT,Scanning...,100525.90049999999,-,-,TRUE
2023-11-15 03:45:56,BTC/USD,ARM,LOW_VOL,0.1700,0,0%,0,-,WAIT,⚠️ Signal Building...,100551.0006,-,-,TRUE
2023-11-15 03:45:58,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100576.1007,-,-,TRUE
2023-11-15 03:46:00,BTC/USD,WAIT,LOW_VOL,0.2251,0,0%,0,-,WAIT,Scanning...,100601.20079999999,-,-,TRUE
2023-11-15 03:46:02,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100626.36116032007,-,-,TRUE
2023-11-15 03:46:04,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100651.52152064015,-,-,TRUE
2023-11-15 03:46:06,BTC/USD,WAIT,LOW_VOL,0.2251,0,0%,0,-,WAIT,Scanning...,100676.68188096023,-,-,TRUE
2023-11-15 03:46:08,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100701.8422412803,-,-,TRUE
2023-11-15 03:46:10,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100727.0026016004,-,-,TRUE
2023-11-15 03:46:12,BTC/USD,WAIT,LOW_VOL,0.2251,0,0%,0,-,WAIT,Scanning...,100752.16296192048,-,-,TRUE
2023-11-15 03:46:14,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100777.32332224055,-,-,TRUE
2023-11-15 03:46:16,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100802.48368256063,-,-,TRUE
2023-11-15 03:46:18,BTC/USD,WAIT,LOW_VOL,0.2251,0,0%,0,-,WAIT,Scanning...,100827.64404288071,-,-,TRUE
2023-11-15 03:46:20,BTC/USD,ARM,LOW_VOL,0.2250,0,0%,0,-,WAIT,⚠️ Signal Building...,100852.80440320079,-,-,TRUE
2023-11-15 03:46:22,BTC/USD,WAIT,LOW_VOL,0.1700,0,0%,0,-,WAIT,Scanning...,100822.6139828407,-,-,TRUE
2023-11-15 03:46:24,BTC/USD,WAIT,LOW_VOL,0.1150,0,0%,0,-,WAIT,Scanning...,100792.42356248063,-,-,TRUE
2023-11-15 03:46:26,BTC/USD,WAIT,LOW_VOL,0.0600,0,0%,0,-,WAIT,Scanning...,100762.23314212056,-,-,TRUE
2023-11-15 03:46:28,BTC/USD,WAIT,LOW_VOL,0.0050,0,0%,0,-,WAIT,Scanning...,100732.04272176047,-,-,TRUE
2023-11-15 03:46:30,BTC/USD,WAIT,LOW_VOL,-0.0499,0,0%,0,-,WAIT,Scanning...,100701.85230140039,-,-,TRUE
2023-11-15 03:46:32,BTC/USD,WAIT,LOW_VOL,-0.1048,0,0%,0,-,WAIT,Scanning...,100671.66188104032,-,-,TRUE
2023-11-15 03:46:34,BTC/USD,ARM,LOW_VOL,-0.1597,0,0%,0,-,WAIT,⚠️ Signal Building...,100641.47146068024,-,-,TRUE
2023-11-15 03:46:36,BTC/USD,ARM,LOW_VOL,-0.2146,0,0%,0,-,WAIT,⚠️ Signal Building...,100611.28104032016,-,-,TRUE
2023-11-15 03:46:38,BTC/USD,WAIT,LOW_VOL,-0.2694,0,0%,0,-,WAIT,Scanning...,100581.09061996007,-,-,TRUE
2023-11-15 03:46:40,BTC/USD,ARM,LOW_VOL,-0.2695,0,0%,0,-,WAIT,⚠️ Signal Building...,100550.9001996,-,-,TRUE
2023-11-15 03:46:42,BTC/USD,ARM,LOW_VOL,-0.2147,0,0%,0,-,WAIT,⚠️ Signal Building...,100576.0504998,-,-,TRUE
2023-11-15 03:46:44,BTC/USD,WAIT,LOW_VOL,-0.1598,0,0%,0,-,WAIT,Scanning...,100601.2008,-,-,TRUE
2023-11-15 03:46:46,BTC/USD,WAIT,LOW_VOL,-0.1049,0,0%,0,-,WAIT,Scanning...,100626.3511002,-,-,TRUE
2023-11-15 03:46:48,BTC/USD,WAIT,LOW_VOL,-0.0500,0,0%,0,-,WAIT,Scanning...,100651.5014004,-,-,TRUE
2023-11-15 03:46:50,BTC/USD,WAIT,LOW_VOL,0.0050,0,0%,0,-,WAIT,Scanning...,100676.65170059999,-,-,TRUE
2023-11-15 03:46:52,BTC/USD,WAIT,LOW_VOL,0.0599,0,0%,0,-,WAIT,Scanning...,100701.8020008,-,-,TRUE
2023-11-15 03:46:54,BTC/USD,WAIT,LOW_VOL,0.1150,0,0%,0,-,WAIT,Scanning...,100726.952301,-,-,TRUE
2023-11-15 03:46:56,BTC/USD,ARM,LOW_VOL,0.1700,0,0%,0,-,WAIT,⚠️ Signal Building...,100752.1026012,-,-,TRUE
2023-11-15 03:46:58,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100777.2529014,-,-,TRUE
2023-11-15 03:47:00,BTC/USD,WAIT,LOW_VOL,0.2251,0,0%,0,-,WAIT,Scanning...,100802.4032016,-,-,TRUE
2023-11-15 03:47:02,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100827.61388264071,-,-,TRUE
2023-11-15 03:47:04,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100852.82456368144,-,-,TRUE
2023-11-15 03:47:06,BTC/USD,WAIT,LOW_VOL,0.2251,0,0%,0,-,WAIT,Scanning...,100878.03524472215,-,-,TRUE
2023-11-15 03:47:08,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100903.24592576288,-,-,TRUE
2023-11-15 03:47:10,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100928.4566068036,-,-,TRUE
2023-11-15 03:47:12,BTC/USD,WAIT,LOW_VOL,0.2251,0,0%,0,-,WAIT,Scanning...,100953.6672878443,-,-,TRUE
2023-11-15 03:47:14,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,100978.87796888503,-,-,TRUE
2023-11-15 03:47:16,BTC/USD,ARM,LOW_VOL,0.2251,0,0%,0,-,WAIT,⚠️ Signal Building...,101004.08864992575,-,-,TRUE
2023-11-15 03:47:18,BTC/USD,WAIT,LOW_VOL,0.2251,0,0%,0,-,WAIT,Scanning...,101029.29933096647,-,-,TRUE
2023-11-15 03:47:20,BTC/USD,ARM,LOW_VOL,0.2250,0,0%,0,-,WAIT,⚠️ Signal Building...,101054.51001200719,-,-,TRUE
2023-11-15 03:47:22,BTC/USD,WAIT,LOW_VOL,0.1700,0,0%,0,-,WAIT,Scanning...,101024.25921080638,-,-,TRUE
2023-11-15 03:47:24,BTC/USD,WAIT,LOW_VOL,0.1150,0,0%,0,-,WAIT,Scanning...,100994.0084096056,-,-,TRUE
2023-11-15 03:47:26,BTC/USD,WAIT,LOW_VOL,0.0600,0,0%,0,-,WAIT,Scanning...,100963.75760840479,-,-,TRUE
2023-11-15 03:47:28,BTC/USD,WAIT,LOW_VOL,0.0050,0,0%,0,-,WAIT,Scanning...,100933.506807204,-,-,TRUE
2023-11-15 03:47:30,BTC/USD,WAIT,LOW_VOL,-0.0499,0,0%,0,-,WAIT,Scanning...,100903.2560060032,-,-,TRUE
2023-11-15 03:47:32,BTC/USD,WAIT,LOW_VOL,-0.1048,0,0%,0,-,WAIT,Scanning...,100873.0052048024,-,-,TRUE
2023-11-15 03:47:34,BTC/USD,ARM,LOW_VOL,-0.1597,0,0%,0,-,WAIT,⚠️ Signal Building...,100842.7544036016,-,-,TRUE
2023-11-15 03:47:36,BTC/USD,ARM,LOW_VOL,-0.2146,0,0%,0,-,WAIT,⚠️ Signal Building...,100812.5036024008,-,-,TRUE
2023-11-15 03:47:38,BTC/USD,WAIT,LOW_VOL,-0.2694,0,0%,0,-,WAIT,Scanning...,100782.25280120001,-,-,TRUE
2023-11-15 03:47:40,BTC/USD,ARM,LOW_VOL,-0.2695,0,0%,0,-,WAIT,⚠️ Signal Building...,100752.00199999921,-,-,TRUE
2023-11-15 03:47:42,BTC/USD,ARM,LOW_VOL,-0.2147,0,0%,0,-,WAIT,⚠️ Signal Building...,100777.2026007996,-,-,TRUE
